item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q105966595,Абдукодир Тошкулов,Q110184829,Министр высшего и среднего специального образования,2021-01-14,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q105966595-7EF9037B-B935-4F54-823B-76333303A052
Q106165258,Джамшид Кучкаров,Q110184960,Министр экономического развития и сокращения бедности,2020-02-24,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106165258-1E88A2BA-6404-4FFD-BEAC-D593CF62464A
Q106165258,Джамшид Кучкаров,Q110185020,Заместитель премьер-министра,2020-01-24,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106165258-DBEC4483-4023-4F55-BC4C-4F34427659A7
Q106171645,Тимур Ишметов,Q110184808,Министр финансов,2020-02-20,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106171645-67960989-3015-45AD-B2A0-445A316E4249
Q106361482,Иброхим Абдурахмонов,Q110185201,Министр инновационного развития,2017-11-29,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106361482-7C4E2F44-72A5-4419-A52D-5673F0BDF658
Q106498315,Нозим Хусанов,Q110184885,Министр занятости и трудовых отношений,2019-09-12,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106498315-307DD153-9DA7-4BA6-AC4B-7383A8CE3201
Q106511584,Бехзод Мусаев,Q110184804,Министр здравоохранения,2021-11-11,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106511584-B5554F18-2F3C-4BC9-BAB4-558D1E448730
Q106530287,Русланбек Давлетов,Q110184816,Министр юстиции,2017-08-14,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106530287-8EE61EB3-078B-49EE-9976-1ED8B5B73447
Q106574535,Джамшид Ходжаев,Q110185074,Министр инвестиций и внешней торговли,2022-07-16,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82_%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Q106574535-43D73CD8-8ABC-45E5-A1D9-A0E113018936
Q106574535,"Ходжаев, Жамшид Абдухакимович",Q110185020,Заместитель премьер-министра Республики Узбекистан,2022-07-16,,,Q106574535-D4904206-14FB-4D87-BDC2-E14A3368744D
