pageid,title
399855,Shavkat Mirziyoyev
967913,Abdulaziz Kamilov
51494301,Nigmatilla Yuldashev
52484339,Ziroatkhon Hoshimova
52574279,Abdulla Aripov
60141024,Bakhodir Kurbanov (general)
61113790,Tanzila Norbaeva
67434323,Agrippina Shin
67880963,Shukhrat Kholmukhamedov
69976310,Aziz Abduhakimov
